,id,StartDate,EndDate,Duration__in_seconds_,infoconsent,sex,age,district,education,education_other,conlib,religion,marital_status,household,BFI_extra,BFI_agree,BFI_consc,BFI_negem,BFI_open,HVIC_HC_avg,HVIC_VC_avg,HVIC_VI_avg,HVIC_HI_avg,prosoc_ALL_avg,CFC_F_avg,CFC_I_avg,helpless_CLIM_avg,helpless_COV_avg,helpless_VAC_avg,threat_COV_avg,threat_VAC_avg,threat_CLIM_avg,procovid_avg,proenviro_avg,provacc_avg,antivacc_avg,bfi1,bfi2,bfi3,bfi4,bfi5,bfi6,bfi7,bfi8,bfi9,bfi10,bfi11,bfi12,bfi13,bfi14,bfi15,bfi16,bfi17,bfi18,bfi19,bfi20,bfi21,bfi22,bfi23,bfi24,bfi25,bfi26,bfi27,bfi28,bfi29,bfi30,HVIC_1,HVIC_2,HVIC_3,HVIC_4,HVIC_5,HVIC_6,HVIC_7,HVIC_8,HVIC_9,HVIC_10,HVIC_11,HVIC_12,HVIC_13,HVIC_14,HVIC_15,HVIC_16,HVIC_17,HVIC_18,HVIC_19,HVIC_20,prosoc_mot_1,prosoc_mot_2,prosoc_mot_3,prosoc_mot_4,prosoc_mot_5,prosoc_mot_6,prosoc_mot_7,prosoc_mot_8,prosoc_mot_9,prosoc_mot_10,prosoc_mot_11,prosoc_mot_12,prosoc_mot_13,prosoc_mot_14,prosoc_mot_15,prosoc_mot_16,prosoc_mot_17,prosoc_mot_18,prosoc_mot_19,prosoc_mot_20,prosoc_mot_21,prosoc_mot_22,prosoc_mot_23,futorient_1,futorient_2,futorient_3,futorient_4,futorient_5,futorient_6,futorient_7,futorient_8,futorient_9,futorient_10,futorient_11,futorient_12,futorient_13,futorient_14,Bclima_1,Bclima_2,Bclima_3,Bclima_4,Bcovid_1,Bcovid_2,Bcovid_3,Bcovid_4,Bvac_1,Bvac_2,Bvac_3,Bvac_4,Ocovid_1,Ocovid_2,Ocovid_3,Ovac_1,Ovac_2,Ovac_3,Oclima_1,Oclima_2,Oclima_3,helpbeh,emosup,supp,soclif,compl,wassep,waspro,plabag,singleplas,throwfood,buycloth,origcloth,food,electro,energy,heat,vacflu,vaccovid,vaccovidX,educ,genvacc,attvacc_1,attvacc_2,attvacc_3,attvacc_4,attvacc_5,attvacc_6,attvacc_7,attvacc_8,attvacc_9,attvacc_10,redirect,finished,alt4_R,alt10_R,alt16_R,alt20_R,alt23_R,prosoc_ALT_avg,prosoc_PUB_avg,prosoc_EMO_avg,prosoc_DIR_avg,prosoc_COM_avg,prosoc_ANO_avg,antivacc1_R,antivacc7_R,antivacc9_R,antivacc10_R,status_R,vacc_emo_avg
63,0f3894f0-bde3-11eb-9784-332131cc7277,2021-05-27 08:42:15,2021-05-27 08:58:14,959.0,"I have read the above, I agree and I am interested in participating in the research.",woman,35.0,Vranov nad Topľou,high school,,4,5,married,5.0,3.1666666666666665,3.8333333333333335,3.1666666666666665,4.333333333333333,2.8333333333333335,4.25,4.5,3.0,4.0,3.4111111111111114,4.714285714285714,4.714285714285714,4.75,2.0,2.75,5.0,6.0,5.0,2.2,1.7272727272727273,1.0,4.2,2,totally agree,2,totally agree,neutral,4,2,2,4,neutral,4,4,totally agree,4,neutral,totally agree,totally agree,4,4,I don't agree at all,2,totally agree,4,4,4,2,2,2,totally agree,neutral,5 - completely,5 - completely,5 - completely,4,4,4,3,4,4,4,4,5 - completely,1 - not at all,4,4,5 - completely,5 - completely,4,3,3,3,4,4,3,3,3,5 - completely,4,4,3,4,3,1 - not at all,4,3,1 - not at all,1 - not at all,4,3,3,3,1 - not at all,1 - not at all,3,5 - completely,5 - completely,4,5 - completely,4,5 - completely,5 - completely,4,5 - completely,5 - completely,5 - completely,6.0,5 - completely,1 - totally disagree,6,6,6,1 - totally disagree,2,3,2,1 - totally disagree,2,1 - totally disagree,7 - totally agree,5,5,5,6,6,6,5,5,5,b,c,a,c,b,b,a,b,b,b,b,a,a,a,c,b,a,a,,a,a,4,5,4,5,5,5,1 - totally disagree,5,2,4,"Yes, I want to continue.",50.0,3.0,3.0,5.0,3.0,5.0,3.8,2.75,2.75,3.6666666666666665,4.5,3.0,2.0,5.0,4.0,2.0,1.0,4.375
64,0f9837c0-bde3-11eb-86a6-01839e67ee74,2021-05-26 15:10:19,2021-05-26 15:48:32,2293.0,"I have read the above, I agree and I am interested in participating in the research.",woman,38.0,Poprad,"university (Mgr., Ing.)",,3,5,single,4.0,2.5,4.166666666666667,4.0,3.6666666666666665,4.0,4.25,4.0,1.6666666666666667,4.333333333333333,3.952777777777778,5.857142857142857,2.142857142857143,5.5,6.5,1.0,7.0,1.0,5.666666666666667,2.4,2.1818181818181817,2.0,1.3,I don't agree at all,totally agree,2,4,totally agree,neutral,4,2,4,neutral,neutral,4,totally agree,4,4,4,neutral,totally agree,4,4,2,totally agree,totally agree,2,4,2,4,totally agree,4,4,4,4,5 - completely,2,4,4,3,5 - completely,2,5 - completely,4,4,1 - not at all,4,4,4,5 - completely,5 - completely,3,3,4,5 - completely,2,3,2,5 - completely,5 - completely,5 - completely,4,5 - completely,5 - completely,4,1 - not at all,5 - completely,5 - completely,2,3,5 - completely,4,1 - not at all,4,4,3,7.0,7.0,1 - not at all,6.0,4,6.0,5 - completely,4,1 - not at all,1 - not at all,1 - not at all,1 - not at all,6.0,6.0,6,6,6,4,7 - totally agree,6,6,7 - totally agree,1 - totally disagree,1 - totally disagree,1 - totally disagree,1 - totally disagree,7 - I feel very threatened,7 - I feel very threatened,7 - I feel very threatened,1 - I don’t feel any threat at all,1 - I don’t feel any threat at all,1 - I don’t feel any threat at all,5,6,6,b,b,b,c,c,b,b,c,c,b,b,b,a,c,c,a,b,b,,a,c,4,1 - totally disagree,1 - totally disagree,1 - totally disagree,1 - totally disagree,1 - totally disagree,4,1 - totally disagree,5,4,"Yes, I want to continue.",13.0,3.0,1.0,4.0,5.0,3.0,3.2,2.25,4.0,4.666666666666667,5.0,4.6,2.0,2.0,1.0,2.0,2.0,1.0
65,0fa79840-bde3-11eb-a287-c7278fd3d474,2021-05-27 12:48:09,2021-05-27 13:00:38,749.0,"I have read the above, I agree and I am interested in participating in the research.",woman,24.0,Banská Bystrica,high school,,5,4,single,1.0,2.8333333333333335,2.8333333333333335,3.5,3.3333333333333335,3.5,3.0,2.0,2.0,4.333333333333333,3.211111111111111,5.0,4.285714285714286,3.25,3.25,2.0,7.0,6.0,5.666666666666667,2.2,2.1818181818181817,1.75,3.5,neutral,4,2,4,4,neutral,2,4,totally agree,neutral,2,I don't agree at all,4,neutral,neutral,2,2,4,2,totally agree,4,4,4,2,2,neutral,4,neutral,4,4,2,2,1 - not at all,2,4,4,3,5 - completely,1 - not at all,4,4,2,3,2,1 - not at all,3,3,4,5 - completely,3,3,2,3,3,2,3,4,5 - completely,4,4,5 - completely,4,3,4,4,3,2,3,4,4,3,4,5 - completely,5 - completely,4,6.0,4,6.0,5 - completely,5 - completely,7.0,2,2,6.0,4,5 - completely,4,2,3,2,6,5,2,2,4,4,2,1 - totally disagree,1 - totally disagree,7 - I feel very threatened,7 - I feel very threatened,7 - I feel very threatened,5,7 - I feel very threatened,6,5,6,6,b,b,a,c,c,b,b,c,b,a,b,b,b,b,c,c,a,c,b,a,b,3,4,3,5,4,5,4,2,2,3,"No, I wish to end my participation.",0.0,3.0,2.0,3.0,2.0,1.0,2.2,2.75,2.75,3.6666666666666665,3.5,4.4,3.0,2.0,4.0,3.0,2.0,4.0
66,0fadca10-bde3-11eb-b3bc-bb101f65f57f,2021-05-26 08:08:27,2021-05-26 08:30:28,1321.0,"I have read the above, I agree and I am interested in participating in the research.",woman,53.0,Malacky,university (Bc.),,7 - very liberal,1 - religion is not important to me at all,married,3.0,1.8333333333333333,4.166666666666667,3.8333333333333335,2.5,4.5,2.25,2.0,1.0,3.3333333333333335,3.630555555555555,5.428571428571429,2.2857142857142856,3.5,2.0,3.0,5.333333333333333,5.0,4.333333333333333,1.4,2.5454545454545454,1.25,4.5,neutral,4,4,2,totally agree,I don't agree at all,totally agree,2,neutral,totally agree,2,2,4,2,neutral,I don't agree at all,4,4,2,totally agree,2,totally agree,totally agree,2,totally agree,2,totally agree,4,4,4,2,3,2,1 - not at all,2,1 - not at all,2,5 - completely,1 - not at all,3,4,1 - not at all,1 - not at all,2,3,2,3,2,1 - not at all,2,1 - not at all,1 - not at all,1 - not at all,1 - not at all,1 - not at all,4,4,5 - completely,5 - completely,2,5 - completely,4,1 - not at all,4,4,1 - not at all,4,4,5 - completely,1 - not at all,4,3,1 - not at all,5 - completely,5 - completely,2,2,3,6.0,5 - completely,6.0,2,3,2,2,6.0,5 - completely,4,4,4,2,2,2,2,2,2,2,2,6,5,5,6,5,5,5,4,4,5,b,b,a,a,a,c,b,b,c,b,b,b,c,c,c,c,a,a,,a,b,1 - totally disagree,4,3,4,5,5,1 - totally disagree,4,1 - totally disagree,1 - totally disagree,"Yes, I want to continue.",50.0,5.0,4.0,5.0,5.0,5.0,4.8,1.0,3.25,4.333333333333333,4.0,4.4,5.0,5.0,5.0,5.0,1.0,4.0
67,0fbb0f50-bde3-11eb-b038-a53ea33b1402,2021-05-26 07:38:47,2021-05-26 07:52:43,836.0,"I have read the above, I agree and I am interested in participating in the research.",woman,23.0,Vranov nad Topľou,high school,,4,6,single,2.0,4.0,3.8333333333333335,3.8333333333333335,3.6666666666666665,3.5,3.75,3.25,1.6666666666666667,2.6666666666666665,3.7083333333333335,5.285714285714286,5.857142857142857,5.25,5.75,3.0,6.0,6.0,6.0,1.8,1.6363636363636365,2.0,3.1,totally agree,totally agree,2,totally agree,totally agree,neutral,totally agree,totally agree,neutral,totally agree,neutral,2,neutral,4,4,totally agree,4,totally agree,2,I don't agree at all,4,totally agree,totally agree,neutral,neutral,4,2,neutral,totally agree,neutral,2,4,3,1 - not at all,5 - completely,1 - not at all,5 - completely,5 - completely,2,5 - completely,2,1 - not at all,2,3,4,3,3,5 - completely,4,5 - completely,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5 - completely,3,3,3,3,3,7.0,4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5 - completely,4,4,5,6,6,4,6,6,6,5,4,4,2,2,6,6,6,6,6,6,6,6,6,a,b,b,b,b,b,a,a,b,b,b,a,a,a,c,b,a,c,c,b,b,4,1 - totally disagree,4,4,4,4,4,4,3,3,"Yes, I want to continue.",8.0,2.0,2.0,2.0,3.0,3.0,2.4,4.0,3.75,4.0,4.5,3.6,2.0,2.0,3.0,3.0,2.0,4.5
68,1004b280-bde3-11eb-a1b1-1379ec20336f,2021-05-26 11:16:02,2021-05-26 11:46:07,1804.0,"I have read the above, I agree and I am interested in participating in the research.",woman,66.0,Hlohovec,high school,,4,1 - religion is not important to me at all,married,1.0,3.3333333333333335,4.666666666666667,4.166666666666667,1.6666666666666667,4.166666666666667,4.75,4.0,2.6666666666666665,2.0,4.016666666666667,5.714285714285714,1.4285714285714286,1.5,1.75,1.5,4.0,2.0,4.0,2.6,2.272727272727273,1.25,3.1,neutral,4,totally agree,I don't agree at all,4,2,totally agree,totally agree,I don't agree at all,totally agree,4,4,4,2,4,4,totally agree,4,2,4,neutral,totally agree,4,neutral,4,4,totally agree,neutral,I don't agree at all,4,5 - completely,4,4,2,4,2,4,2,4,5 - completely,2,4,2,5 - completely,4,4,4,5 - completely,1 - not at all,4,1 - not at all,5 - completely,1 - not at all,2,1 - not at all,5 - completely,5 - completely,5 - completely,5 - completely,1 - not at all,5 - completely,5 - completely,1 - not at all,5 - completely,5 - completely,1 - not at all,2,5 - completely,4,1 - not at all,2,5 - completely,1 - not at all,6.0,5 - completely,2,2,2,5 - completely,6.0,6.0,1 - not at all,1 - not at all,1 - not at all,1 - not at all,6.0,6.0,1 - totally disagree,1 - totally disagree,2,2,3,1 - totally disagree,2,1 - totally disagree,2,1 - totally disagree,1 - totally disagree,2,4,4,4,2,2,2,4,4,4,c,c,b,c,b,c,b,b,b,c,b,b,b,b,c,b,a,a,,a,b,3,3,3,3,2,2,2,4,2,3,"Yes, I want to continue.",37.0,4.0,5.0,5.0,5.0,5.0,4.8,1.0,3.5,5.0,5.0,4.8,3.0,4.0,4.0,3.0,1.0,1.75
69,103c65e0-bde3-11eb-aa3c-3d3970860fc6,2021-05-28 20:44:50,2021-05-28 21:03:52,1141.0,"I have read the above, I agree and I am interested in participating in the research.",woman,34.0,Nové Zámky,"university (Mgr., Ing.)",,4,1 - religion is not important to me at all,married,4.0,3.3333333333333335,4.166666666666667,3.8333333333333335,2.1666666666666665,3.5,3.75,3.25,4.333333333333333,4.0,3.1972222222222224,5.285714285714286,3.2857142857142856,4.75,2.5,1.5,4.0,2.0,3.3333333333333335,1.6,2.090909090909091,2.0,1.7,2,4,4,2,4,neutral,totally agree,4,neutral,neutral,4,4,4,2,4,neutral,4,neutral,2,2,4,4,4,2,totally agree,4,4,4,2,neutral,3,4,3,4,4,4,3,4,4,4,4,3,5 - completely,4,4,3,3,5 - completely,3,4,3,2,2,3,3,2,2,4,4,3,4,3,3,4,4,2,4,3,4,2,3,4,2,6.0,5 - completely,3,5 - completely,5 - completely,5 - completely,6.0,5 - completely,2,2,2,4,5 - completely,5 - completely,4,5,5,5,3,3,2,2,1 - totally disagree,2,2,1 - totally disagree,4,4,4,2,2,2,3,3,4,a,b,a,b,b,b,b,c,b,b,b,b,a,b,c,b,a,c,c,a,c,4,1 - totally disagree,1 - totally disagree,1 - totally disagree,3,1 - totally disagree,2,1 - totally disagree,4,5,"Yes, I want to continue.",12.0,3.0,3.0,4.0,4.0,4.0,3.6,2.75,3.0,3.3333333333333335,2.5,4.0,2.0,4.0,2.0,1.0,1.0,1.75
70,103ea760-bde3-11eb-b4fa-55f5c7f4faac,2021-05-26 18:18:45,2021-05-27 20:40:19,94894.0,"I have read the above, I agree and I am interested in participating in the research.",woman,18.0,Levice,high school,,4,1 - religion is not important to me at all,single,4.0,1.1666666666666667,2.3333333333333335,1.5,5.0,3.6666666666666665,1.75,1.5,1.0,4.666666666666667,3.047222222222222,4.285714285714286,5.428571428571429,5.5,1.0,4.5,3.6666666666666665,4.0,3.6666666666666665,1.6,1.9090909090909092,2.25,2.5,I don't agree at all,4,I don't agree at all,totally agree,totally agree,I don't agree at all,2,I don't agree at all,totally agree,2,I don't agree at all,neutral,4,totally agree,4,I don't agree at all,I don't agree at all,I don't agree at all,totally agree,totally agree,2,2,I don't agree at all,totally agree,2,I don't agree at all,2,I don't agree at all,totally agree,4,2,1 - not at all,1 - not at all,1 - not at all,1 - not at all,5 - completely,3,5 - completely,1 - not at all,3,4,1 - not at all,1 - not at all,1 - not at all,4,2,1 - not at all,2,5 - completely,3,4,4,2,1 - not at all,1 - not at all,4,4,1 - not at all,3,1 - not at all,1 - not at all,4,1 - not at all,3,3,1 - not at all,1 - not at all,4,4,1 - not at all,2,1 - not at all,5 - completely,5 - completely,5 - completely,7.0,3,7.0,5 - completely,6.0,4,6.0,6.0,7.0,2,1 - not at all,4,5,7 - totally agree,4,6,1 - totally disagree,1 - totally disagree,1 - totally disagree,1 - totally disagree,6,4,6,2,5,4,2,5,4,3,5,4,2,b,a,a,b,b,b,b,a,b,a,b,a,c,a,c,c,c,b,,a,c,3,2,1 - totally disagree,1 - totally disagree,4,2,3,5,4,4,"No, I wish to end my participation.",0.0,5.0,5.0,5.0,5.0,1.0,4.2,2.0,2.75,3.3333333333333335,4.0,2.0,3.0,3.0,2.0,2.0,2.0,4.25
71,106efb60-bde3-11eb-8116-f9232c485e46,2021-05-26 13:08:14,2021-05-26 14:23:03,4489.0,"I have read the above, I agree and I am interested in participating in the research.",woman,37.0,Lučenec,"university (Mgr., Ing.)",,5,1 - religion is not important to me at all,single,2.0,4.333333333333333,3.6666666666666665,4.333333333333333,2.3333333333333335,4.333333333333333,3.75,3.25,2.3333333333333335,3.6666666666666665,3.452777777777778,4.285714285714286,3.0,5.25,2.75,1.0,2.6666666666666665,1.3333333333333333,5.0,2.4,2.5454545454545454,2.5,1.4,4,4,4,4,4,4,4,totally agree,I don't agree at all,4,4,4,totally agree,2,4,4,2,4,I don't agree at all,totally agree,totally agree,4,4,2,4,totally agree,4,4,4,totally agree,4,3,3,2,2,3,4,4,2,5 - completely,4,3,3,4,4,3,4,3,2,4,3,4,3,3,3,4,4,3,3,1 - not at all,3,3,3,4,3,3,3,4,3,2,3,3,2,6.0,5 - completely,3,3,2,5 - completely,4,4,3,4,3,3,3,3,6,6,5,4,3,3,3,2,1 - totally disagree,1 - totally disagree,1 - totally disagree,1 - totally disagree,2,2,4,1 - I don’t feel any threat at all,1 - I don’t feel any threat at all,2,5,5,5,b,c,a,c,c,c,b,c,c,c,c,c,a,b,c,b,b,c,a,b,c,4,3,1 - totally disagree,2,1 - totally disagree,1 - totally disagree,5,1 - totally disagree,5,5,"No, I wish to end my participation.",0.0,3.0,5.0,3.0,4.0,4.0,3.8,3.0,3.25,3.6666666666666665,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.1666666666666665
72,113876b0-bde3-11eb-ae44-81404ff0ca06,2021-05-26 13:26:46,2021-05-26 15:26:35,7188.0,"I have read the above, I agree and I am interested in participating in the research.",woman,44.0,Nové Zámky,high school without graduation,,5,4,divorced,3.0,1.8333333333333333,4.333333333333333,3.1666666666666665,4.0,4.0,3.0,2.75,3.3333333333333335,4.0,3.1833333333333336,3.857142857142857,3.2857142857142856,3.25,4.25,3.25,5.0,6.0,3.3333333333333335,2.4,1.9090909090909092,1.25,2.6,I don't agree at all,totally agree,2,totally agree,4,I don't agree at all,totally agree,2,neutral,totally agree,2,totally agree,totally agree,4,4,I don't agree at all,2,4,totally agree,2,4,4,4,totally agree,totally agree,2,totally agree,2,2,4,2,3,3,3,4,5 - completely,3,4,4,4,3,2,3,2,4,3,3,4,5 - completely,3,3,3,2,3,3,3,4,3,2,3,3,4,2,4,3,1 - not at all,2,4,4,2,3,2,3,3,3,4,3,5 - completely,4,5 - completely,5 - completely,3,3,3,2,4,3,4,4,3,2,5,5,4,3,5,4,2,2,5,5,5,6,6,6,4,4,2,b,c,b,c,b,c,b,b,b,b,b,a,a,a,c,b,a,a,,a,b,3,2,2,2,3,2,3,3,3,3,"Yes, I want to continue.",50.0,3.0,3.0,5.0,4.0,3.0,3.6,2.5,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.625
73,1158e650-bde3-11eb-99a6-3facb77e9a74,2021-05-27 18:44:38,2021-05-27 19:17:07,1948.0,"I have read the above, I agree and I am interested in participating in the research.",woman,35.0,Vranov nad Topľou,"university (Mgr., Ing.)",,4,7 -  religion is very important to me,single,5.0,2.6666666666666665,3.6666666666666665,4.0,2.5,3.1666666666666665,3.5,3.25,3.3333333333333335,3.0,3.108333333333333,4.0,4.0,4.0,4.5,4.75,4.666666666666667,5.333333333333333,4.0,1.4,2.0,1.0,3.6,I don't agree at all,totally agree,4,neutral,neutral,2,neutral,neutral,2,4,neutral,neutral,4,neutral,neutral,neutral,4,4,2,2,neutral,4,totally agree,2,4,4,neutral,4,neutral,neutral,4,4,4,3,4,2,3,4,3,3,3,2,4,3,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,7 - totally agree,5,5,4,7 - I feel very threatened,5,4,4,4,4,a,a,b,a,b,b,a,c,c,c,b,a,a,a,c,b,a,a,,a,a,5,5,3,3,5,3,3,5,1 - totally disagree,3,"Yes, I want to continue.",50.0,3.0,3.0,3.0,3.0,3.0,3.0,2.75,3.0,3.0,3.5,3.4,1.0,3.0,5.0,3.0,2.0,5.041666666666666
74,11ecb580-bde3-11eb-b9ed-dd4f06e6483b,2021-05-26 21:58:59,2021-05-27 09:15:22,40582.0,"I have read the above, I agree and I am interested in participating in the research.",woman,68.0,Stará Ľubovňa,"university (Mgr., Ing.)",,3,7 -  religion is very important to me,married,2.0,4.666666666666667,3.0,5.0,2.1666666666666665,4.166666666666667,5.0,3.75,3.3333333333333335,4.333333333333333,4.058333333333334,6.285714285714286,5.142857142857143,6.75,5.75,7.0,6.0,6.0,7.0,1.6,2.0,1.5,2.6,totally agree,4,totally agree,neutral,2,4,2,totally agree,2,totally agree,4,neutral,totally agree,I don't agree at all,totally agree,totally agree,neutral,totally agree,I don't agree at all,neutral,totally agree,neutral,totally agree,I don't agree at all,totally agree,totally agree,neutral,totally agree,totally agree,totally agree,5 - completely,4,3,3,5 - completely,5 - completely,5 - completely,5 - completely,4,5 - completely,3,3,3,5 - completely,4,5 - completely,3,5 - completely,5 - completely,5 - completely,3,5 - completely,5 - completely,5 - completely,5 - completely,4,5 - completely,5 - completely,3,3,4,5 - completely,4,5 - completely,3,2,4,5 - completely,5 - completely,4,4,3,3,7.0,7.0,2,5 - completely,7.0,6.0,6.0,5 - completely,6.0,5 - completely,5 - completely,6.0,7.0,6.0,7 - totally agree,7 - totally agree,7 - totally agree,6,6,6,6,5,7 - totally agree,7 - totally agree,7 - totally agree,7 - totally agree,6,6,6,6,6,6,7 - I feel very threatened,7 - I feel very threatened,7 - I feel very threatened,a,a,b,b,b,c,b,b,b,b,b,a,a,a,c,c,a,b,,a,b,5,2,3,3,3,3,4,5,4,4,"Yes, I want to continue.",50.0,1.0,3.0,4.0,2.0,3.0,2.6,4.25,4.5,4.0,5.0,4.0,1.0,2.0,2.0,2.0,1.0,6.5
75,1217d350-bde3-11eb-81a3-f1e4c3a3d6fd,2021-05-26 13:16:11,2021-05-26 13:27:32,681.0,"I have read the above, I agree and I am interested in participating in the research.",woman,35.0,Levice,high school,,4,1 - religion is not important to me at all,married,3.0,2.6666666666666665,3.0,3.0,3.3333333333333335,3.0,3.5,3.5,3.0,3.0,2.975,4.428571428571429,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.2,1.9090909090909092,2.0,2.7,I don't agree at all,neutral,neutral,4,neutral,2,neutral,neutral,4,neutral,4,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,3,4,4,3,3,3,3,3,3,5 - completely,3,3,3,3,3,3,4,3,3,3,2,3,3,1 - not at all,1 - not at all,3,3,2,3,1 - not at all,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5 - completely,4,4,4,6.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,b,b,a,c,c,b,b,b,b,b,b,a,a,b,c,b,b,b,,a,c,3,2,2,2,3,2,2,3,3,3,"Yes, I want to continue.",32.0,5.0,5.0,3.0,3.0,3.0,3.8,2.25,3.0,3.0,3.0,2.8,3.0,4.0,3.0,3.0,1.0,4.0
76,1218c710-bde3-11eb-b31a-578f14a1334b,2021-05-26 11:20:50,2021-05-26 11:46:40,1549.0,"I have read the above, I agree and I am interested in participating in the research.",woman,60.0,Bardejov,high school,,4,6,married,2.0,2.6666666666666665,4.0,4.0,3.0,4.0,3.25,4.0,1.6666666666666667,3.3333333333333335,4.016666666666667,7.0,1.0,6.25,1.5,1.0,7.0,1.3333333333333333,7.0,2.4,2.4545454545454546,3.0,1.1,2,totally agree,totally agree,4,totally agree,2,2,4,4,neutral,2,4,4,2,4,4,4,4,2,4,4,totally agree,totally agree,2,4,2,4,2,4,4,4,4,4,1 - not at all,4,3,4,4,2,3,3,4,2,2,4,4,3,4,4,4,1 - not at all,5 - completely,2,3,1 - not at all,5 - completely,5 - completely,3,5 - completely,1 - not at all,4,4,1 - not at all,5 - completely,5 - completely,1 - not at all,4,5 - completely,3,1 - not at all,4,5 - completely,1 - not at all,7.0,7.0,1 - not at all,1 - not at all,1 - not at all,7.0,7.0,7.0,1 - not at all,1 - not at all,1 - not at all,1 - not at all,7.0,7.0,7 - totally agree,6,6,6,2,1 - totally disagree,2,1 - totally disagree,1 - totally disagree,1 - totally disagree,1 - totally disagree,1 - totally disagree,7 - I feel very threatened,7 - I feel very threatened,7 - I feel very threatened,2,1 - I don’t feel any threat at all,1 - I don’t feel any threat at all,7 - I feel very threatened,7 - I feel very threatened,7 - I feel very threatened,b,c,a,c,c,b,b,b,c,c,b,b,b,c,c,c,c,c,d,c,c,5,1 - totally disagree,1 - totally disagree,2,1 - totally disagree,1 - totally disagree,5,1 - totally disagree,5,5,"Yes, I want to continue.",20.0,3.0,5.0,5.0,5.0,5.0,4.6,1.25,4.25,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.1666666666666665
77,12652790-bde3-11eb-bb44-f73756950ab1,2021-05-26 11:41:27,2021-05-26 12:08:21,1613.0,"I have read the above, I agree and I am interested in participating in the research.",woman,30.0,Nitra,"university (Mgr., Ing.)",,4,5,married,3.0,2.1666666666666665,3.0,3.1666666666666665,4.666666666666667,2.3333333333333335,3.25,2.75,3.6666666666666665,3.3333333333333335,3.3722222222222222,5.285714285714286,4.142857142857143,4.0,5.0,6.25,5.333333333333333,5.666666666666667,4.0,2.2,1.1818181818181819,1.75,2.9,2,4,I don't agree at all,totally agree,I don't agree at all,I don't agree at all,2,neutral,4,neutral,neutral,neutral,4,totally agree,neutral,neutral,2,4,totally agree,I don't agree at all,2,4,4,4,neutral,2,neutral,neutral,totally agree,neutral,4,3,3,3,3,3,3,4,5 - completely,3,3,2,3,3,3,3,3,4,3,5 - completely,3,5 - completely,3,3,3,3,4,1 - not at all,3,3,3,3,3,4,3,1 - not at all,3,4,3,1 - not at all,3,3,3,5 - completely,5 - completely,4,5 - completely,6.0,5 - completely,4,4,4,4,4,2,7.0,7.0,4,4,4,4,5,5,6,4,7 - totally agree,7 - totally agree,7 - totally agree,4,5,6,5,6,5,6,4,4,4,b,b,b,c,b,b,a,a,a,a,a,a,a,a,b,a,a,c,a,a,b,4,1 - totally disagree,3,3,5,3,3,3,3,3,"No, I wish to end my participation.",0.0,3.0,3.0,5.0,5.0,3.0,3.8,3.0,3.5,3.3333333333333335,4.0,2.6,2.0,3.0,3.0,3.0,1.0,5.958333333333334
78,1288b270-bde3-11eb-89af-f521718f72f9,2021-05-26 08:02:04,2021-05-26 08:14:34,750.0,"I have read the above, I agree and I am interested in participating in the research.",woman,43.0,Prešov,"university (Mgr., Ing.)",,2,7 -  religion is very important to me,single,2.0,2.6666666666666665,4.5,4.5,3.1666666666666665,4.0,4.25,3.75,2.3333333333333335,3.3333333333333335,4.155555555555555,4.285714285714286,3.4285714285714284,4.5,2.0,1.75,2.0,2.0,2.0,2.2,2.4545454545454546,2.25,1.7,I don't agree at all,totally agree,2,4,totally agree,I don't agree at all,4,totally agree,2,neutral,4,4,totally agree,4,4,neutral,totally agree,totally agree,totally agree,neutral,2,totally agree,totally agree,neutral,4,totally agree,4,totally agree,I don't agree at all,totally agree,4,4,4,1 - not at all,4,4,3,2,3,4,4,4,3,5 - completely,1 - not at all,4,4,4,3,4,4,5 - completely,2,1 - not at all,1 - not at all,4,5 - completely,3,4,1 - not at all,5 - completely,3,1 - not at all,5 - completely,5 - completely,1 - not at all,3,5 - completely,5 - completely,1 - not at all,5 - completely,5 - completely,1 - not at all,4,2,2,2,2,6.0,6.0,4,5 - completely,5 - completely,4,4,4,4,2,5,5,6,2,2,2,2,2,2,2,1 - totally disagree,2,2,2,2,2,2,2,2,2,b,b,a,c,c,b,a,c,c,c,b,c,b,c,b,c,a,c,a,b,c,4,1 - totally disagree,1 - totally disagree,1 - totally disagree,2,2,2,1 - totally disagree,4,5,"Yes, I want to continue.",50.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.333333333333333,5.0,4.6,2.0,4.0,2.0,1.0,2.0,1.875
